El municipio en cifras
Parados por grupos de edad
Año;Periodos;Menos de 25 años;Entre 25 y 44 años;Más de 44 años;
2024;Diciembre;132;1.237;2.201;
2025;Enero;110;1.321;2.260;
2025;Febrero;129;1.309;2.335;
2025;Marzo;145;1.311;2.282;
2025;Abril;125;1.345;2.209;
2025;Mayo;120;1.306;2.197;
2025;Junio;121;1.292;2.138;
2025;Julio;117;1.336;2.170;
2025;Agosto;118;1.371;2.176;
2025;Septiembre;113;1.352;2.142;
2025;Octubre;129;1.359;2.116;
2025;Noviembre;123;1.356;2.111;
2025;Diciembre;109;1.373;2.118;
2026;Enero;129;1.404;2.133;
2026;Febrero;133;1.410;2.105;
